Vivado Simulator 2019.2
Time resolution is 1 ps
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
WARNING: Behavioral models for independent clock FIFO configurations do not model synchronization delays. The behavioral models are functionally correct, and will represent the behavior of the configured FIFO. See the FIFO Generator User Guide for more information.
read line:00000e07 1100 00000e07 1100 00000e07 1100 00000e07 1100 00000e07 1100 00000e07 1100 00000e07 1100 00000e07 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000e08 1100 00000e08 1100 00000e08 1100 00000e08 1100 00000e08 1100 00000e08 1100 00000e08 1100 00000e08 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000e09 1100 00000e09 1100 00000e09 1100 00000e09 1100 00000e09 1100 00000e09 1100 00000e09 1100 00000e09 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000e0a 1100 00000e0a 1100 00000e0a 1100 00000e0a 1100 00000e0a 1100 00000e0a 1100 00000e0a 1100 00000e0a 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000e0b 1100 00000e0b 1100 00000e0b 1100 00000e0b 1100 00000e0b 1100 00000e0b 1100 00000e0b 1100 00000e0b 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100 00000000 1100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

read line:505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100 505050bc 0100

